menu_ID,restaurant_ID,category,name,description,location_latitude,location_longitude,sc,Predicted_RRR,lower_ci,upper_ci,AMDD,Predicted_NRF9.3,Predicted_NRF6.3,Predicted_LIM,Predicted_WHO,Predicted_FSA
2129649684,ed4ed0d021,Entrees,9. Tortas,"Mexican Sandwich- Your choice of meat, mayo, lettuce, tomatoes, onion, jalapenos, and avocado.",44.9618,-123.029,17,0.836591899394989,0.8266174552906042,0.8465663434993739,0,0.31763356924057,0.1765151619911193,0.2860321700572967,6.016105651855469,5.269301891326904
1548215450,ed4ed0d021,Entrees,1. Tlayuda,"With a spread of refried beans, asiento (unfried pork lard), lettuce, cabbage, avocado, oaxaca cheese.",44.9618,-123.029,14,0.8703462481498718,0.8463282168212443,0.8943640410599203,1,0.2615273892879486,0.1031599715352058,0.2889802753925323,6.391967296600342,5.27533769607544
9397975231,ed4ed0d021,Entrees,2. Empanada Oaxaquena,"Corn tortilla heated over a comal, folded over and stuffed with shredded chicken and savory yellow mole.",44.9618,-123.029,14,0.8848588466644287,0.870489539975451,0.8992280341441169,0,0.3483691215515136,0.1843119710683822,0.2656934559345245,6.392521858215332,4.662282943725586
7145992754,ed4ed0d021,Entrees,3. Molotes,With a delicious stuffing with the combination of chorizo and potatoes.,44.9618,-123.029,15,0.7933559417724609,0.7841325006188987,0.8025793829260232,1,0.3212971687316894,0.2192971408367157,0.2505156993865967,6.00986909866333,4.4574294090271
0306863089,ed4ed0d021,Entrees,4. Memelitas,"With black beans, lettuce, guacamole, and cheese.",44.9618,-123.029,8,1.4210935831069946,1.390513650088294,1.4516732777071162,1,0.5185161828994751,0.3402170538902282,0.1912692040205001,6.607662200927734,7.082643985748291
0773705833,ed4ed0d021,Entrees,5. Gorditas,"Corn gorditas with lettuce, queso fresco, sour cream, and your choice of meat. Includes 3 gorditas.",44.9618,-123.029,14,1.357766032218933,1.3293270715779562,1.3862052312784892,1,0.3414127826690674,0.214115560054779,0.2574577331542969,6.176635265350342,6.17034912109375
2316115784,ed4ed0d021,Entrees,6. Huarache,"With lettuce, cheese, sour cream, and your choice of meat.",44.9618,-123.029,15,1.671985745429993,1.6365174505488684,1.7074545171482751,1,0.2949890494346618,0.2444789111614227,0.226700946688652,5.994816303253174,6.555060386657715
0166033944,ed4ed0d021,Entrees,7. Sopes,"With lettuce, cheese, sour cream, and your choice of meat.",44.9618,-123.029,17,0.6725614666938782,0.6625377710280563,0.6825850431504105,1,0.1571356803178787,0.1097827926278114,0.3296736776828766,5.823448181152344,4.50247859954834
0613151307,ed4ed0d021,Entrees,8. Picaditas,"Corn masa picaditas with asiento (pork lard), green or red salsa, cheese, cilantro, and onions.",44.9618,-123.029,19,1.2202621698379517,1.1976617179201812,1.242862383337143,1,0.3221420347690582,0.1862818151712417,0.2057147026062011,5.9681077003479,7.171329021453857
5902217262,ed4ed0d021,Entrees,10. Empanada De Queso,"Fried cheese empanada with sour cream, guacamole, and cheese.",44.9618,-123.029,8,0.6757457852363586,0.6633411924365326,0.6881502588268952,0,0.1768198162317276,0.0130032170563936,0.5980409383773804,5.581300735473633,4.405684947967529
5291177193,ed4ed0d021,Entrees,11. Tacos,"Homemade tortilla with your choice of meat, cilantro, onions, and guacamole.",44.9618,-123.029,14,0.9019259214401244,0.8925085026047579,0.9113432210662016,1,0.3367498517036438,0.1890155971050262,0.2564489543437958,6.414967060089111,6.265071868896484
